compound_name,SMILES
compound 38,CN(C)Cc1ccnc(-c2cccc(NC3N=CC=C3[N+](=O)[O-])c2)c1
bbcpd19 (ranitidine analog),CN(C)Cc1ccnc(-c2cccc(NC3NC=CC3[N+](=O)[O-])c2)c1
112598-49-9,CN(C)Cc1ccnc(-c2cccc(Nc3[nH]ccc3[N+](=O)[O-])c2)c1
65936-23-4,Cc1cc(Br)cc(C)c1NC1=NCCN1
unii-13w6wjx09r,N=C(N)SCCF
chembl358151,CN(C)Cc1ccc(-c2cccc(Nc3[nH]ccc3[N+](=O)[O-])c2)o1
compound 37,CN(C)Cc1ccc(-c2cccc(NC3N=CC=C3[N+](=O)[O-])c2)o1
bbcpd18 (ranitidine analog),CN(C)c1ccc(-c2cccc(Nc3[nH]ccc3[N+](=O)[O-])c2)o1
107447-22-3,CC1NC(=O)C2(CCCC2)NC1=O
alaptide,C[C@@H]1NC(=O)C2(CCCC2)NC1=O
i-1,CN1CN(c2ccccc2)C2(CCN(CCCC(=O)c3csc(I)c3)CC2)C1=O
loperamide,CN(C)C(=O)C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1
"8-[4-(5-(123i)iodanylthiophen-2-yl)-4-oxobutyl]-3-methyl-1-phenyl-1,3,8-triazaspiro[4.5]decan-4-one",CN1CN(c2ccccc2)C2(CCN(CCCC(=O)c3ccc(I)s3)CC2)C1=O
99632-94-7,CN1Cc2c(C(=O)OC(C)(C)C)ncn2-c2ccsc2C1=O
chembl478224,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OC1CC(C)(C)NC(C)(C)C1
benzamide,NC(=O)c1ccccc1
bbcpd21,O=C(NCCCOc1cccc(CN2CCCCC2)c1)c1ccccc1
1-(3-fluoropropyl)-2-nitroimidazole (fpn),O=[N+]([O-])c1nccn1CCCF
propargyl alcohol,C#CCO
alprenolol,C=CCc1ccccc1OCC(O)CNC(C)C
222722-65-8,CC(C)(O)Cn1nc(-c2c(-c3ccccc3)nn3ccccc23)ccc1=O
allobarbital,C=CCC1(CC=C)C(=O)NC(=O)NC1=O
schembl5488979,CCCN(CC1CC1)c1nc(C)nc2c1CCN2c1ccc(Cl)cc1Cl
ticalopride,COc1cc(N)c(Cl)cc1C(=O)NC1CCNCC1OC
ticalopride,COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCNC[C@@H]1OC
pfizer compound 16,COc1ccc(N2CCCC2=O)cc1CNC1CCCNC1c1ccccc1
cortisol,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
cortisol,C[C@]12C[C@H](O)[C@H]3[C@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
schembl4036207,Cc1cccc(Cl)c1Nc1nc2ccc(N3CCNC(C)C3)nc2n2cncc12
abacavir,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1
abacavir,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@H](CO)C3)c2n1
fluconazole,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
quinidine,C=C[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
glycerol,OCC(O)CO
valproate,CCCC(CCC)C(=O)O
morphine,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5
quinidine (quinine),C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12
5-methyl-5-ethyl barbituric acid (nsc 30403),CCC1(C)C(=O)NC(=O)NC1=O
l-838417,Cn1ncnc1COc1nn2c(-c3cc(F)ccc3F)nnc2cc1C(C)(C)C
trazodone,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12
ibuprofen ,CC(C)Cc1ccc(C(C)C(=O)O)cc1
ethanol,CCO
tz-3,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1
tz-3,Fc1cccc(F)c1N=C1NCCN1
phenelzine,NNCCc1ccccc1
indole-based mchr1 antagonist(7a),O=C(Cc1ccc(OCc2ccccc2)cc1)Nc1ccc2cnn(CCN3CCCC3)c2c1
liv-21,O=C(OCc1ccccc1)N1CCC(CNc2ccncn2)CC1
thioperamide,S=C(NC1CCCCC1)N1CCC(c2cnc[nH]2)CC1
gabapentin,NCC1(CC(=O)O)CCCCC1
chembl3527030,CCNC(=O)C(C(N)=O)c1ccccc1
felbamate,NC(=O)OCC(COC(N)=O)c1ccccc1
(r)-(-)-ibuprofen,CC(C)Cc1ccc([C@@H](C)C(=O)O)cc1
y19,CCC(=O)N[C@@H]1C(=O)NC(=O)NC1=NC[C@H](O)[C@H](O)[C@H](O)CO
carisoprodol,CCCC(C)(COC(N)=O)COC(=O)NC
prednisolone,C[C@]12CC(O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
prednisolone,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
"1,3-butadiene (divinyl)",C=CC=C
pac-1,C=CCc1cccc(/C=N\NC(=O)CN2CCN(Cc3ccccc3)CC2)c1O
2-methylpropan-1-ol,CC(C)CO
dl-alanine,CC(N)C(=O)O
201038-74-6,CC1CCN(CC[C@H]2CCCN2S(=O)(=O)c2cccc(O)c2)CC1
2-oxo-4-[3-(trifluoromethoxy)anilino]-6-methyl-3-cyclohexene-1-carboxylic acid methyl ester,COC(=O)C1C(=O)C=C(Nc2cccc(OC(F)(F)F)c2)CC1C
"methyl (1s,6r)-6-methyl-2-oxo-4-[3-(trifluoromethoxy)anilino]cyclohex-3-ene-1-carboxylate",COC(=O)[C@@H]1C(=O)C=C(Nc2cccc(OC(F)(F)F)c2)C[C@H]1C
pralidoxime,C[n+]1ccccc1/C=N/O
1-(8-fluorooctyl)-2-nitroimidazole (fon),O=[N+]([O-])c1nccn1CCCCCCCCF
propan-1-ol,CCCO
pefloxacin,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21
vorozole,Cn1nnc2ccc(C(c3ccc(Cl)cc3)n3cncn3)cc21
vorozole,Cn1nnc2ccc([C@H](c3ccc(Cl)cc3)n3cncn3)cc21
epinastine,NC1=NCC2c3ccccc3Cc3ccccc3N12
7439-90-9,[Kr]
dexamethasone,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
meprobamate,CCCC(C)(COC(N)=O)COC(N)=O
propan-2-one (acetone),CC(C)=O
"minokine, mw01-2-069srm",c1ccc(-c2nnc(N3CCN(c4ncccn4)CC3)cc2-c2ccncc2)cc1
acebutolol,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1
145741-95-3,COc1ccc(S(C)(=O)=O)cc1CNC1CCCNC1c1ccccc1
daidzein ok,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12
urea,NC(N)=O
sr-4688,CC(=O)/C=C/c1cccs1
u 88703,CC(C)Nc1cccnc1N1CCNCC1
barbital,CCC1(CC)C(=O)NC(=O)NC1=O
fluoroethylflumazenil f-18,CCOC(=O)c1ncn2c1CN(CCF)C(=O)c1cc(F)ccc1-2
"1,2-dichloroethane",ClCCCl
,N#Cc1ccsc1C1=Nc2ccc(Cl)cc2NC(=O)C1
mchr antagonist 8,O=c1cc(NC2CCN(Cc3ccc4c(c3)CCO4)CC2)c2cc(Cl)ccc2o1
methyl acetate,COC(C)=O
chembl1950330,C=CCn1c2c(c3cc(C(=O)N4CCC(C)CC4)ccc31)CN(CC1CC1)CC2
,CC(C)NCCCOc1cccc(CN2CCCCC2)c1
"cis-1,2-dichloroethylene",Cl/C=C\Cl
phenobarbital,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O
bisphenol a,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1
"9h-xanthene-9-carboxamide, n-[2-(1-methylethyl)-2h-tetrazol-5-yl]-",CC(C)n1nnc(NC(=O)C2c3ccccc3Oc3ccccc32)n1
y17,CN1C[C@H](CCn2c3c(c4ccccc42)C(=O)NCC3)CC1=O
chebi: 337303,O=[N+]([O-])c1c(Cc2ccccc2)c[nH]c1NCCSCc1ccccn1
,CN(C)C1CCN(Cc2ccc(C(=O)Nc3cc(-c4ccccc4)ccc3N)cc2)CC1
vinblastine,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1
phenytoin,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1
thiopental (thiopentone),CCCC(C)C1(CC)C(=O)NC(=S)NC1=O
antipyrine ok,Cc1cc(=O)n(-c2ccccc2)n1C
2-propanol (isopropanol),CC(C)O
2-butanone,CCC(C)=O
pindolol,CC(C)NCC(O)COc1cccc2[nH]ccc12
carbamazepine,NC(=O)N1c2ccccc2C=Cc2ccccc21
151-83-7,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O
progesterone,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
-,CC(F)OC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2
kcl-440,CN(C)Cc1ccc(-c2c[nH]c(=O)c3cccc(O)c23)cc1
prucalopride,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1
"rofecoxib, vioxx",CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1
iodoantipyrine,Cc1c(I)c(=O)n(-c2ccccc2)n1C
schembl7481790,Cc1cc(-c2cc(N)n3nc(-c4ccccn4)nc3c2)ccn1
"2,3,5,6-tetramethylpyrazine",Cc1nc(C)c(C)nc1C
vinyltrichloride,ClCC(Cl)Cl
58-08-2,Cn1c(=O)c2c(ncn2C)n(C)c1=O
sb 656104a,O=S(=O)(c1ccc2cc[nH]c2c1)N1CCCC1CCN1CCC(Oc2ccc(Cl)cc2)CC1
59468-90-5,OCc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2
84379-13-5,CC(C)(C)OC(=O)c1ncn2c1C1CCCN1C(=O)c1c(Br)cccc1-2
bretazenil,CC(C)(C)OC(=O)c1ncn2c1[C@@H]1CCCN1C(=O)c1c(Br)cccc1-2
bretazenil,CC(C)(C)OC(=O)c1ncn2c1C1CCCN1C(=O)c1cc(Br)ccc1-2
17-(dimethylaminoethylamino)-17-demethoxygeldamycin,COC1/C=C\C=C(\C)C(=O)NC2=CC(=O)C(NCCN(C)C)=C(CC(C)CC(OC)C(O)C(C)/C=C(/C)C1OC(N)=O)C2=O
17-(dimethylaminoethylamino)-17-demethoxygeldamycin,CO[C@H]1/C=C\C=C(/C)C(=O)NC2=CC(=O)C(NCCN(C)C)=C(C[C@H](C)C[C@@H](OC)[C@@H](O)[C@H](C)/C=C(\C)[C@@H]1OC(N)=O)C2=O
s121,Cn1nc(CC(=O)NC2CC[N+]3(C)CCCC2C3)c2ccccc21
s118,CC1CCN(CCC2CCN2S(=O)(=O)c2cccc(O)c2)CC1
topiramate,CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1
1-hydroxymidazolam,CC1(O)NC=C2CN=C(c3ccccc3F)c3cc(Cl)ccc3N21
primidone,CCC1(c2ccccc2)C(=O)NCNC1=O
lovastatin,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
vinblastine,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
tetrahydropalmatine,COc1cc2c(cc1OC)[C@@H]1Cc3ccc(OC)c(OC)c3CN1CC2
(+)-tetrahydropalmatine,COc1cc2c(cc1OC)[C@H]1Cc3ccc(OC)c(OC)c3CN1CC2
propene,C=CC
5-allyl-1-methyl-5-(1-methylpentyl)barbituric acid,C=CCC1(C(C)CCCC)C(=O)NC(=O)N(C)C1=O
l-hyoscyamine,CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2
atropine,CN1[C@H]2CC[C@@H]1CC(OC(=O)C(CO)c1ccccc1)C2
pf-2545920,Cn1cc(-c2ccncc2)c(-c2ccc(OCc3ccc4ccccc4n3)cc2)n1
"1,3,7-trimethylxanthine, tms",CN1C(=O)C2C(N=CN2C)N(C)C1=O
ethenzamide,CCOc1ccccc1C(N)=O
56924-65-3,Cc1c(F)c(=O)n(-c2ccccc2)n1C
4-fluoroantipyrine,Cc1cc(=O)n(-c2ccc(F)cc2)n1C
bromocytisine,O=c1c(Br)ccc2n1CC1CNCC2C1
3-bromocytisine,O=c1cccc2n1CC1CNC(Br)C2C1
3-bromocytisine,O=c1cccc2n1C[C@H]1CNC(Br)[C@@H]2C1
compound-4h,CCNCc1ccc(C(=O)Nc2cc(C)n(Cc3cc(Cl)ccc3OCC(C)C)n2)cc1
,CNCc1ccc(C(=O)Nc2cc(-c3ccccc3)ccc2N)cc1
compound-10,CO[C@@H]1CN(CC2Cc3ccc(C#N)cc3C2)CCC1n1c(C(C)(C)O)nc2cc(C)ccc21
chembl534947,Cc1cccc(C)c1Nc1ncc(-c2cccc(OCCN3CCCC3)c2)n2cncc12
thalidomide,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1
s122,CC1C=[N+](C2CC(N=[N+]=N)C(CO)O2)C(=O)NC1=O
levetiracetam,CC[C@@H](C(N)=O)N1CCCC1=O
sb-656104-a,O=S(=O)(c1ccc2cc[nH]c2c1)N1CCCC1CCN1CCC(Oc2cccc(Cl)c2)CC1
ici 17148,Cc1cnc(N=C(N)N)s1
"b-038, ici17148",Cc1csc(N=C(N)N)n1
zaltidine,Cc1ncc(-c2csc(N=C(N)N)n2)[nH]1
water,O
sesamol,Oc1ccc2c(c1)OCO2
pentylenetetrazole (metrazole),C1CCc2nnnn2CC1
,CN1CCCC12CCN(Cc1ccc(C(=O)Nc3cc(-c4ccccc4)ccc3N)cc1)CC2
zinc13282290,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=N[C@@H]2O
compound-5d,O=c1[nH]c(CCCN2CCC(c3ccccc3)CC2)nc2c(Cl)cccc12
1-butanol,CCCCO
"1-chloro-2,2-difluoroethylene",FC(F)=CCl
chembl218017,O=C(OCc1ccccc1)N1CCC(CNc2ccccn2)CC1
bbcpd22 (ranitidine analog) skb34 (propanol33npiperidinylmethylp henoxy),OCCCOc1cccc(CN2CCCCC2)c1
sns-032,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1
414910-27-3,CC(=O)N1CCN(C2CCN(C(=O)N(C)C(C)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C(c3ccc(F)cc3C)C2)CC1
simvastatin,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
2-pentanone,CCCC(C)=O
bpsp,CCCN1CN(c2ccc(Br)cc2)C2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1=O
chembl136942,CCN1CN(c2ccccc2)C2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1=O
atevirdine,CCNc1cccnc1N1CCN(C(=O)c2cc3cc(OC)ccc3[nH]2)CC1
fluoromisonidazole,O=[N+]([O-])c1nccn1CC(O)CF
"misonidazole,fluoro",O=[N+]([O-])c1nccn1CC(O)COCF
alniditan dihydrochloride,c1ccc2c(c1)CCC(CNCCCNC1=NCCCN1)O2
risperidone,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2
phenyl-n-tert-butylnitrone,CC(C)(C)/[N+]([O-])=C/c1ccccc1
alprazolam,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2
diethylether (ether),CCOCC
methane,C
198968-25-1,C=CCC(N)c1ccccc1-c1noc2ccccc12
dm5,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O
leucine,CC(C)CC(N)C(=O)O
testosterone,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12
dronabinol,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21
ethyl acetate,CCOC(C)=O
dl-morphan,CN1CCC23CCCCC2C1Cc1ccc(O)cc13
levorphanol,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13
dm5,COC(=O)[C@@H]1C(=O)C=C(Nc2ccc(Cl)cc2)C[C@@H]1C
aminophenazone,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C
129618-40-2,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1
,N#Cc1c(COc2ccccn2)nc(N)nc1-c1ccco1
schembl6949318,N#Cc1c(N2CCc3ccccc3CC2)ncn(CCO)c1=O
"1,3-diphenylguanidine",NC(=Nc1ccccc1)Nc1ccccc1
citenamide,NC(=O)C1c2ccccc2C=Cc2ccccc21
dipyridamole,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1
oxirane,C1CO1
compound d,C[C@H](Nc1cc(-c2c(-c3cccc(C(F)(F)F)c3)nc(C3CCNCC3)n2C)ccn1)c1ccccc1
"5-ethyl-5-heptyl-1,3-
diazinane-2,4,6-trione",CCCCCCCC1(CC)C(=O)NC(=O)NC1=O
oxprenolol,C=CCOc1ccccc1OCC(O)CNC(C)C
methanol,CO
dextromethorphan,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3
nsc382927,O=C(CC1=NC2NN(c3ccccc3)C(=O)C2=C1CC(=O)c1cccc2ccccc12)c1cccc2ccccc12
nitrogen,N#N
argon,[Ar]
nitrous oxide,[N-]=[N+]=O
1-butyl-3-phenylthiourea,CCCCNC(=S)Nc1ccccc1
"nitrous oxide, 99%",N#[N+]O
nitrogen,NN
7440-63-3,[Xe]
3-methyl-1-butanol (isopentanol),CC(C)CCO
2-methyl-1-butanol,CCC(C)CO
hepp (beta-ethyl-beta-hydroxybenzenepropanamide) (3-hydroxy-3-phenylpentamide),CCC(O)(CC(N)=O)c1ccccc1
amobarbital,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O
"trans-1,2-dichloroethylene",Cl/C=C/Cl
"5-ethyl-5-isopentyl-5,6-dihydropyrimidine-2,4(1h,3h)-dione",CCC1(CCC(C)C)CNC(=O)NC1=O
schembl6946348,CCn1c(C)nc(N2CCc3ccccc3CC2)c([N+](=O)[O-])c1=O
phenyl-n-tert-butylnitrone (cid 10313352),CC(C)(C)/[N+]([O-])=C\c1ccccc1
phenyl-n-tert-butylnitrone,CC(C)(C)[N+]([O-])=Cc1ccccc1
procaine,CCN(CC)CCOC(=O)c1ccc(N)cc1
4-boronophenylalanine,N[C@@H](Cc1ccc(B(O)O)cc1)C(=O)O
compound 32,CN1CCC(n2nc(-c3c(-c4ccccc4)nn4ccccc34)ccc2=O)CC1
paraxanthine,CN1C(=O)NC2=NCN(C)C2C1=O
paraxanthine,CN1C(=O)NC2N=CN(C)C2C1=O
amylene-hydrate (tertiary-amyl alcohol),CCC(C)(C)O
195055-03-9,CCCN(CCC)c1cc(C)nc2c(-c3cnc(N(C)C)cc3C)c(C)nn12
vinblastine,CC[C@@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@](C(=O)OC)(c3cc4c(cc3OC)N(C)C3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43C65)C2)C1
p-bromospiperone,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccc(Br)cc1)c1ccc(F)cc1
irie-16a,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCC1CCN(C(C)C)CC1
"1,3a,8-trimethyl-1,2,3,3a,8,8a-hexahydropyrrolo[2,3-b]indol-5-yl methylcarbamate",CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C
terbinafine,CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12
cube-8,CCOc1cc(OCCCCOc2ccc(C(=O)CC(C)C)c(O)c2)ccc1CCC(=O)O
chembl1243269,CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)[C@@H]1N2C
nimodipine,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
"1,1,1-trichloro-2-fluoroethane",FCC(Cl)(Cl)Cl
"5-propyl-5-ethyl barbituric acid (5-ethyl-5-propyl-1,3-diazinane-2,4,6-trione)",CCCC1(CC)C(=O)NC(=O)NC1=O
5-ethyl-5-pentylbarbituric acid,CCCCCC1(CC)C(=O)NC(=O)NC1=O
1-(4-amino-5-chloro-2-methoxyphenyl)-4-(diethylamino)butan-1-one,CCN(CC)CCCC(=O)c1cc(Cl)c(N)cc1OC
mppf,COc1ccccc1N1CCN(CCN(C(=O)c2ccc(F)cc2)c2ccccn2)CC1
7461-08-7,O=C(O)c1ccccc1C(=O)OC1CCc2ccccc2C1
56-29-1,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O
cyclopropane (trimethylene),C1CC1
divinylether,C=COC=C
pentobarbital,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
1622-62-4,CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21
paraxanthine,Cn1c(=O)[nH]c2ncn(C)c2c1=O
eserine,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C
"2,5-dihydroxybenzoic acid",O=C(O)c1cc(O)ccc1O
terbinafine,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12
quinidine (quinine),C=CC1CC2CCC1CC2C(O)c1ccnc2ccc(OC)cc12
fluoromar,C=COCC(F)(F)F
schembl15974503,CN1CC(C)(C2=CCCCC2)C(=O)NC1=O
naproxen,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1
2pnc,Clc1cccc(Cl)c1NC1=NCCN1
zolantidine; 41,c1cc(CN2CCCCC2)cc(OCCCNc2nc3ccccc3s2)c1
tert-butylalcohol,CC(C)(C)O
dehydroevodiamine,CN1C2=C3N=c4ccccc4=C3CCN2C(=O)c2ccccc21
pfizer compound 20,COc1ccc(-n2nc(C)cc2C)cc1CNC1CCCNC1c1ccccc1
oxycodone,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314
dehydroevodiamine,C[n+]1c2n(c(=O)c3ccccc31)CCC1c3ccccc3NC21
chembl246597,Cc1ccc2c(OCCN3CCC(Cc4ccc5c(c4)N(C)C(=O)CO5)CC3)cccc2n1
184886-95-1,Clc1cccc(Cl)c1NC1N=CCN1
"(2r)-n-(2,6-dichlorophenyl)-2,5-dihydro-1h-imidazol-2-amine",Clc1cccc(Cl)c1N[C@@H]1N=CCN1
desflurane (suprane),FC(F)OC(F)C(F)(F)F
"2-(5,6-dichloroindazol-1-yl)ethanamine",NCCn1ncc2cc(Cl)c(Cl)cc21
propyl acetate ,CCCOC(C)=O
3891-33-6,C=COCCCCOC=C
(r)-pentobarbital,CCC[C@@H](C)C1(CC)C(=O)NC(=O)NC1=O
s111,F/C=C/O/C=C/F
,F/C=C\O/C=C/F
fluorovinyl ether,FC=COC=CF
chembl219060,O=C(OCc1ccccc1)N1CCC(CNc2ccncc2)CC1
mchr antagonist 2',O=c1cc(NC2CCN(C/C=C/c3ccccc3)CC2)c2cc(Cl)ccc2o1
declopramide,CCN(CC)CCNC(=O)c1ccc(N)c(Cl)c1
compound-10b,CNCc1ccc(NC(=O)c2cc(C)n(Cc3cc(Cl)ccc3OCc3ccccc3)n2)cc1
cyanidin 3-o-glucoside,OC[C@H]1OC(OC2=C(c3ccc(O)c(O)c3)OC3C=C(O)C=C(O)C3=C2)[C@H](O)[C@@H](O)[C@@H]1O
cyanidin 3-o-glucoside,OC[C@H]1O[C@@H](Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O
"2,4-dichlorophenoxyacetic acid",O=C(O)COc1ccc(Cl)cc1Cl
lactic acid,CC(O)C(=O)O
"1,2,4-trimethylbenzene",Cc1ccc(C)c(C)c1
st 363,Clc1ccc(NC2=NCCN2)c(Cl)c1
7-k08,O=C1CCCN1CCCCN1CCN(c2cc(C(F)(F)F)cc(Cl)n2)CC1
org13011,O=C1CCCN1CCCCN1CCN(c2cc(C(F)(F)F)ccn2)CC1
tert-amylmethylether,CCC(C)(C)OC
4-chlorobenzotrifluoride,FC(F)(F)c1ccc(Cl)cc1
chembl243999,N#Cc1cccc(-c2ccc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)c1
minozac free base,Cc1cc(-c2ccccc2)nnc1N1CCN(c2ncccn2)CC1
gw406381,CCOc1ccc(-c2nn3ncccc3c2-c2ccc(S(C)(=O)=O)cc2)cc1
norgalanthamine,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCNC2
repinotan,O=C1c2ccccc2S(=O)(=O)N1CCCCN[C@H]1CCc2ccccc2O1
5-butyl-5-ethyl barbituric acid (butethal),CCCCC1(CC)C(=O)NC(=O)NC1=O
4-fluoropaclitaxel,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@@H](O)[C@H](NC(=O)c3ccc(F)cc3)c3ccccc3)C(C)=C1C2(C)C
4-fluoropaclitaxel,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccc(F)cc3)c3ccccc3)C(C)=C1C2(C)C
2-(3'-iodo-4'-aminophenyl)-6-hydroxybenzothiazole,Nc1ccc(-c2nc3ccc(O)cc3s2)cc1I
ropinirole (skf101468),CCCN(CCC)CCc1cccc2c1CC(=O)N2
thioridazine,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2
methoxyflurane,COC(F)(F)C(Cl)Cl
sulforidazine,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)(=O)=O)cc21
ethylbenzene,CCc1ccccc1
secobarbital,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O
secobarbital,C=CCC1([C@H](C)CCC)C(=O)NC(=O)NC1=O
sufentanil,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1
1-pentanol,CCCCCO
chembl142158,CN(C)Cc1ccccc1Sc1cc(F)c(Cl)cc1N
chembl190860,CN(C)Cc1ccccc1Sc1ccc(F)cc1N
schembl4414781,COCCn1c(C)nc(N2CCC(c3ccc(F)cc3)CC2)c([N+](=O)[O-])c1=O
schembl10031243,COc1ccc2c3c1OC1CC(O)C=C(CN(C)C2)C31
