drug_name,max_phase,molecule_type,therapeutic_flag,target_chembl_id,target_name,target_gene,mechanism
BICTEGRAVIR SODIUM,4,Small molecule,1,,Human immunodeficiency virus type 1 integrase,pol,INHIBITOR
BIFONAZOLE,3,Small molecule,1,,3-hydroxy-3-methylglutaryl-coenzyme A reductase,hmg1,INHIBITOR
BIFONAZOLE,3,Small molecule,1,,Lanosterol 14-alpha demethylase,ERG11,INHIBITOR
BILASTINE,3,Small molecule,1,,Histamine H1 receptor,HRH1,INVERSE AGONIST
BIMATOPROST,4,Small molecule,1,,Prostaglandin F2-alpha receptor,PTGFR,AGONIST
BINIMETINIB,4,Small molecule,1,,Dual specificity mitogen-activated protein kinase kinase 1,MAP2K1,INHIBITOR
BINIMETINIB,4,Small molecule,1,,Dual specificity mitogen-activated protein kinase kinase 2,MAP2K2,INHIBITOR
BIPERIDEN HYDROCHLORIDE,4,Small molecule,1,,Muscarinic acetylcholine receptor M1,CHRM1,ANTAGONIST
BIPERIDEN LACTATE,4,Small molecule,1,,Muscarinic acetylcholine receptor M1,CHRM1,ANTAGONIST
BISMUTH SUBGALLATE,4,Small molecule,1,,Coagulation factor XII,F12,ACTIVATOR
BISMUTH SUBSALICYLATE,4,Small molecule,1,,Cyclooxygenase,PTGS2,INHIBITOR
BISOPROLOL FUMARATE,4,Small molecule,1,,Beta-1 adrenergic receptor,ADRB1,ANTAGONIST
BITOLTEROL MESYLATE,4,Small molecule,1,,Beta-2 adrenergic receptor,ADRB2,AGONIST
BOCEPREVIR,4,Small molecule,1,,"Hepatitis C virus serine protease, NS3/NS4A",NS4A,INHIBITOR
BORTEZOMIB D-MANNITOL,4,Small molecule,1,,26S proteasome,SEM1,INHIBITOR
BOSENTAN,4,Small molecule,1,,"Endothelin receptor, ET-A/ET-B",EDNRB,ANTAGONIST
BOSUTINIB,4,Small molecule,1,,Proto-oncogene tyrosine-protein kinase Src,SRC,INHIBITOR
BOSUTINIB,4,Small molecule,1,,Tyrosine-protein kinase ABL1,ABL1,INHIBITOR
BOSUTINIB,4,Small molecule,1,,Tyrosine-protein kinase HCK,HCK,INHIBITOR
BOSUTINIB,4,Small molecule,1,,Tyrosine-protein kinase Lyn,LYN,INHIBITOR
BOSUTINIB MONOHYDRATE,4,Small molecule,1,,Bcr/Abl fusion protein,BCR,INHIBITOR
BRETYLIUM TOSYLATE,4,Small molecule,1,,Sodium-dependent noradrenaline transporter,SLC6A2,SUBSTRATE
BREXANOLONE,4,Small molecule,1,,GABA-A receptor; anion channel,GABRQ,POSITIVE ALLOSTERIC MODULATOR
BREXPIPRAZOLE,4,Small molecule,1,,5-hydroxytryptamine receptor 1A,HTR1A,PARTIAL AGONIST
BREXPIPRAZOLE,4,Small molecule,1,,5-hydroxytryptamine receptor 2A,HTR2A,ANTAGONIST
BREXPIPRAZOLE,4,Small molecule,1,,D(2) dopamine receptor,DRD2,PARTIAL AGONIST
BRIGATINIB,4,Small molecule,1,,ALK tyrosine kinase receptor,ALK,INHIBITOR
BRIGATINIB,4,Small molecule,1,,Epidermal growth factor receptor,EGFR,INHIBITOR
BRIMONIDINE TARTRATE,4,Small molecule,1,,Adrenergic receptor alpha-2,ADRA2C,AGONIST
BRINCIDOFOVIR,4,Small molecule,1,,DNA polymerase,OPG071,INHIBITOR
BRINZOLAMIDE,4,Small molecule,1,,Carbonic anhydrase 2,CA2,INHIBITOR
BRIVARACETAM,4,Small molecule,1,,Synaptic vesicle glycoprotein 2A,SV2A,MODULATOR
BROMAZEPAM,3,Small molecule,1,,Gamma-aminobutyric acid receptor subunit alpha-2,GABRA2,POSITIVE ALLOSTERIC MODULATOR
BROMFENAC SODIUM,4,Small molecule,1,,Cyclooxygenase,PTGS2,INHIBITOR
BROMOCRIPTINE MESYLATE,4,Small molecule,1,,D2-like dopamine receptor,DRD4,AGONIST
BROMODIPHENHYDRAMINE HYDROCHLORIDE,4,Small molecule,1,,Histamine H1 receptor,HRH1,ANTAGONIST
BROMPERIDOL,3,Small molecule,1,,D(2) dopamine receptor,DRD2,ANTAGONIST
BROMPHENIRAMINE MALEATE,4,Small molecule,1,,Histamine H1 receptor,HRH1,ANTAGONIST
BUCLIZINE HYDROCHLORIDE,4,Small molecule,1,,Histamine H1 receptor,HRH1,ANTAGONIST
BUDESONIDE,4,Small molecule,1,,Glucocorticoid receptor,NR3C1,AGONIST
BUMETANIDE,4,Small molecule,1,,Solute carrier family 12 member 1,SLC12A1,INHIBITOR
BUPIVACAINE,4,Small molecule,1,,Sodium channel protein type 4 subunit alpha,SCN4A,BLOCKER
BUPIVACAINE HYDROCHLORIDE,4,Small molecule,1,,Sodium channel protein type 4 subunit alpha,SCN4A,BLOCKER
BUPRENORPHINE,4,Small molecule,1,,Kappa-type opioid receptor,OPRK1,AGONIST
BUPRENORPHINE,4,Small molecule,1,,Mu-type opioid receptor,OPRM1,AGONIST
BUPRENORPHINE HYDROCHLORIDE,4,Small molecule,1,,Kappa-type opioid receptor,OPRK1,AGONIST
BUPRENORPHINE HYDROCHLORIDE,4,Small molecule,1,,Mu-type opioid receptor,OPRM1,AGONIST
BUPROPION HYDROBROMIDE,4,Small molecule,1,,Sodium-dependent dopamine transporter,SLC6A3,INHIBITOR
BUPROPION HYDROBROMIDE,4,Small molecule,1,,Sodium-dependent noradrenaline transporter,SLC6A2,INHIBITOR
BUPROPION HYDROCHLORIDE,4,Small molecule,1,,Sodium-dependent dopamine transporter,SLC6A3,INHIBITOR
BUPROPION HYDROCHLORIDE,4,Small molecule,1,,Sodium-dependent noradrenaline transporter,SLC6A2,INHIBITOR
BUSPIRONE HYDROCHLORIDE,4,Small molecule,1,,5-hydroxytryptamine receptor 1A,HTR1A,PARTIAL AGONIST
BUSULFAN,4,Small molecule,1,,DNA,,INHIBITOR
BUTABARBITAL SODIUM,4,Small molecule,1,,GABA-A receptor; anion channel,GABRQ,POSITIVE ALLOSTERIC MODULATOR
BUTALBITAL,4,Small molecule,1,,GABA-A receptor; anion channel,GABRQ,POSITIVE ALLOSTERIC MODULATOR
BUTENAFINE HYDROCHLORIDE,4,Small molecule,1,,Squalene monooxygenase,,INHIBITOR
BUTOCONAZOLE NITRATE,4,Small molecule,1,,Lanosterol 14-alpha demethylase,ERG11,INHIBITOR
BUTORPHANOL TARTRATE,4,Small molecule,1,,Kappa-type opioid receptor,OPRK1,PARTIAL AGONIST
BUTORPHANOL TARTRATE,4,Small molecule,1,,Mu-type opioid receptor,OPRM1,PARTIAL AGONIST
CABAZITAXEL,4,Small molecule,1,,Tubulin,TUBB8,INHIBITOR
CABERGOLINE,4,Small molecule,1,,D(2) dopamine receptor,DRD2,AGONIST
CABOTEGRAVIR,4,Small molecule,1,,Human immunodeficiency virus type 1 integrase,pol,INHIBITOR
CABOTEGRAVIR SODIUM,4,Small molecule,1,,Human immunodeficiency virus type 1 integrase,pol,INHIBITOR
CABOZANTINIB S-MALATE,4,Small molecule,1,,Hepatocyte growth factor receptor,MET,INHIBITOR
CABOZANTINIB S-MALATE,4,Small molecule,1,,Vascular endothelial growth factor receptor 2,KDR,INHIBITOR
CAFFEINE,4,Small molecule,1,,Adenosine receptor,ADORA3,ANTAGONIST
CAFFEINE CITRATE,4,Small molecule,1,,Adenosine receptor,ADORA3,ANTAGONIST
CALCIFEDIOL,4,Small molecule,1,,Vitamin D3 receptor,VDR,AGONIST
CALCIPOTRIENE,4,Small molecule,1,,Vitamin D3 receptor,VDR,AGONIST
CALCITRIOL,4,Small molecule,1,,Vitamin D3 receptor,VDR,AGONIST
CALCIUM ACETATE,4,Small molecule,1,,Phosphate,,SEQUESTERING AGENT
CANAGLIFLOZIN,4,Small molecule,1,,Sodium/glucose cotransporter 2,SLC5A2,INHIBITOR
CANDESARTAN CILEXETIL,4,Small molecule,1,,Type-1 angiotensin II receptor,AGTR1,ANTAGONIST
CANGRELOR,4,Small molecule,1,,P2Y purinoceptor 12,P2RY12,INHIBITOR
CANGRELOR TETRASODIUM,4,Small molecule,1,,P2Y purinoceptor 12,P2RY12,ANTAGONIST
CANNABIDIOL,4,Small molecule,1,,Cannabinoid receptor 1,CNR1,NEGATIVE ALLOSTERIC MODULATOR
CANRENOATE POTASSIUM,3,Small molecule,1,,Mineralocorticoid receptor,NR3C2,ANTAGONIST
CAPECITABINE,4,Small molecule,1,,DNA,,INHIBITOR
CAPECITABINE,4,Small molecule,1,,RNA,,INHIBITOR
CAPECITABINE,4,Small molecule,1,,Thymidylate synthase,TYMS,INHIBITOR
CAPIVASERTIB,4,Small molecule,1,,Serine/threonine-protein kinase AKT,AKT3,INHIBITOR
CAPMATINIB,4,Small molecule,1,,Hepatocyte growth factor receptor,MET,INHIBITOR
CAPMATINIB HYDROCHLORIDE,4,Small molecule,1,,Hepatocyte growth factor receptor,MET,INHIBITOR
CAPSAICIN,4,Small molecule,1,,Transient receptor potential cation channel subfamily V member 1,TRPV1,OPENER
CAPTOPRIL,4,Small molecule,1,,Angiotensin-converting enzyme,ACE,INHIBITOR
CARBACHOL,4,Small molecule,1,,Muscarinic acetylcholine receptor M3,CHRM3,AGONIST
CARBAMAZEPINE,4,Small molecule,1,,Sodium channel alpha subunit,SCN9A,BLOCKER
CARBENICILLIN DISODIUM,4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
CARBENICILLIN INDANYL SODIUM,4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
CARBENOXOLONE,2,Small molecule,1,,11-beta-hydroxysteroid dehydrogenase,HSD11B2,INHIBITOR
CARBIDOPA,4,Small molecule,1,,Aromatic-L-amino-acid decarboxylase,DDC,INHIBITOR
CARBIMAZOLE,3,Small molecule,1,,Thyroid peroxidase,TPO,INHIBITOR
CARBINOXAMINE MALEATE,4,Small molecule,1,,Histamine H1 receptor,HRH1,ANTAGONIST
CARBOPLATIN,4,Small molecule,1,,DNA,,INHIBITOR
CARBOPROST TROMETHAMINE,4,Small molecule,1,,Prostaglandin F2-alpha receptor,PTGFR,AGONIST
CARGLUMIC ACID,4,Small molecule,1,,"Carbamoyl-phosphate synthase [ammonia], mitochondrial",CPS1,POSITIVE ALLOSTERIC MODULATOR
CARIPRAZINE HYDROCHLORIDE,4,Small molecule,1,,D(2) dopamine receptor,DRD2,MODULATOR
CARIPRAZINE HYDROCHLORIDE,4,Small molecule,1,,D(3) dopamine receptor,DRD3,MODULATOR
CARMUSTINE,4,Small molecule,1,,DNA,,INHIBITOR
CARMUSTINE,4,Small molecule,1,,"Glutathione reductase, mitochondrial",GSR,INHIBITOR
CARMUSTINE,4,Small molecule,1,,RNA,,INHIBITOR
CARPHENAZINE MALEATE,4,Small molecule,1,,5-hydroxytryptamine receptor 2A,HTR2A,ANTAGONIST
CARPHENAZINE MALEATE,4,Small molecule,1,,5-hydroxytryptamine receptor 2C,HTR2C,ANTAGONIST
CARPHENAZINE MALEATE,4,Small molecule,1,,D(2) dopamine receptor,DRD2,ANTAGONIST
CARPROFEN,4,Small molecule,1,,Prostaglandin G/H synthase 2,PTGS2,INHIBITOR
CARTEOLOL HYDROCHLORIDE,4,Small molecule,1,,Adrenergic receptor beta,ADRB3,ANTAGONIST
CARVEDILOL,4,Small molecule,1,,Adrenergic receptor alpha-1,ADRA1D,ANTAGONIST
CARVEDILOL,4,Small molecule,1,,Adrenergic receptor beta,ADRB3,ANTAGONIST
CARVEDILOL PHOSPHATE,4,Small molecule,1,,Adrenergic receptor alpha-1,ADRA1D,ANTAGONIST
CARVEDILOL PHOSPHATE,4,Small molecule,1,,Adrenergic receptor beta,ADRB3,ANTAGONIST
CASOPITANT,3,Small molecule,1,,Substance-P receptor,TACR1,ANTAGONIST
CASPOFUNGIN ACETATE,4,Small molecule,1,,"1,3-beta-glucan synthase",GSC1,INHIBITOR
CEDAZURIDINE,4,Small molecule,1,,Cytidine deaminase,CDA,INHIBITOR
CEDIRANIB,3,Small molecule,1,,Mast/stem cell growth factor receptor Kit,KIT,INHIBITOR
CEDIRANIB,3,Small molecule,1,,Platelet-derived growth factor receptor,PDGFRB,INHIBITOR
CEDIRANIB,3,Small molecule,1,,Vascular endothelial growth factor receptor,KDR,INHIBITOR
CEFACLOR,4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
CEFADROXIL,4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
CEFAMANDOLE,2,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
CEFAMANDOLE NAFATE,4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
CEFAZOLIN SODIUM,4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
CEFDINIR,4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
CEFDITOREN PIVOXIL,4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
CEFEPIME HYDROCHLORIDE,4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
CEFIDEROCOL,4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
CEFIDEROCOL SULFATE TOSYLATE,4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
CEFIXIME,4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
CEFMENOXIME HYDROCHLORIDE,4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
CEFMETAZOLE SODIUM,4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
CEFODIZIME,2,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
CEFONICID SODIUM,4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
CEFOPERAZONE SODIUM,4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
CEFORANIDE,4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
CEFOTAXIME SODIUM,4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
CEFOTETAN DISODIUM,4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
CEFOTIAM HYDROCHLORIDE,4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
CEFOXITIN SODIUM,4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
CEFPIRAMIDE SODIUM,4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
CEFPIROME,2,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
CEFPODOXIME PROXETIL,4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
"CEFPROZIL, (E)-",4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
CEFSULODIN,2,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
CEFTAROLINE FOSAMIL,4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
CEFTAROLINE FOSAMIL,4,Small molecule,1,,Penicillin-binding protein 2a,mecA,INHIBITOR
CEFTAROLINE FOSAMIL,4,Small molecule,1,,Penicillin-binding protein 2x,pbpX,INHIBITOR
CEFTAROLINE FOSAMIL ACETATE,4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
CEFTAZIDIME,4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
CEFTAZIDIME SODIUM,4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
CEFTIBUTEN,4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
CEFTIZOXIME SODIUM,4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
CEFTOBIPROLE MEDOCARIL SODIUM,4,Small molecule,1,,MecA,mecA,INHIBITOR
CEFTOBIPROLE MEDOCARIL SODIUM,4,Small molecule,1,,Penicillin-binding protein,pbp3,INHIBITOR
CEFTOBIPROLE MEDOCARIL SODIUM,4,Small molecule,1,,Penicillin-binding protein 1,pbpA,INHIBITOR
CEFTOBIPROLE MEDOCARIL SODIUM,4,Small molecule,1,,Penicillin-binding protein 2,pbp2,INHIBITOR
CEFTOBIPROLE MEDOCARIL SODIUM,4,Small molecule,1,,Penicillin-binding protein 3,,INHIBITOR
CEFTOBIPROLE MEDOCARIL SODIUM,4,Small molecule,1,,Penicillin-binding protein 4,pbp4,INHIBITOR
CEFTOLOZANE SULFATE,4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
CEFTRIAXONE SODIUM,4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
CEFUROXIME AXETIL,4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
CEFUROXIME SODIUM,4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
CELECOXIB,4,Small molecule,1,,Prostaglandin G/H synthase 2,PTGS2,INHIBITOR
CELIPROLOL,3,Small molecule,1,,Adrenergic receptor alpha-2,ADRA2C,ANTAGONIST
CELIPROLOL,3,Small molecule,1,,Beta-1 adrenergic receptor,ADRB1,ANTAGONIST
CELIPROLOL,3,Small molecule,1,,Beta-2 adrenergic receptor,ADRB2,PARTIAL AGONIST
CENOBAMATE,4,Small molecule,1,,GABA-A receptor; anion channel,GABRQ,POSITIVE ALLOSTERIC MODULATOR
CENOBAMATE,4,Small molecule,1,,Sodium channel alpha subunit,SCN9A,INHIBITOR
CEPHALEXIN,4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
CEPHALEXIN HYDROCHLORIDE,4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
CEPHALOGLYCIN,4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
CEPHALOTHIN SODIUM,4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
CEPHAPIRIN SODIUM,4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
CEPHRADINE,4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
CERITINIB,4,Small molecule,1,,ALK tyrosine kinase receptor,ALK,INHIBITOR
CERITINIB,4,Small molecule,1,,EML4-ALK,EML4,INHIBITOR
CERITINIB,4,Small molecule,1,,NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor),NPM1,INHIBITOR
CERIVASTATIN SODIUM,4,Small molecule,1,,3-hydroxy-3-methylglutaryl-coenzyme A reductase,HMGCR,INHIBITOR
CETIRIZINE HYDROCHLORIDE,4,Small molecule,1,,Histamine H1 receptor,HRH1,ANTAGONIST
CEVIMELINE HYDROCHLORIDE,4,Small molecule,1,,Muscarinic acetylcholine receptor M1,CHRM1,AGONIST
CEVIMELINE HYDROCHLORIDE,4,Small molecule,1,,Muscarinic acetylcholine receptor M3,CHRM3,AGONIST
CHENODIOL,4,Small molecule,1,,Bile acid receptor,NR1H4,AGONIST
CHLORAMBUCIL,4,Small molecule,1,,DNA,,INHIBITOR
CHLORAMPHENICOL,4,Small molecule,1,,Bacterial 70S ribosome,ykgO,INHIBITOR
CHLORAMPHENICOL SODIUM SUCCINATE,4,Small molecule,1,,Bacterial 70S ribosome,ykgO,INHIBITOR
CHLORDIAZEPOXIDE,4,Small molecule,1,,GABA-A receptor; anion channel,GABRQ,POSITIVE ALLOSTERIC MODULATOR
CHLORDIAZEPOXIDE HYDROCHLORIDE,4,Small molecule,1,,GABA-A receptor; anion channel,GABRQ,POSITIVE ALLOSTERIC MODULATOR
CHLORHEXIDINE GLUCONATE,4,Small molecule,1,,Cell membrane,,INHIBITOR
CHLOROPROCAINE HYDROCHLORIDE,4,Small molecule,1,,Sodium channel alpha subunit,SCN9A,BLOCKER
CHLOROQUINE HYDROCHLORIDE,4,Small molecule,1,,Ferriprotoporphyrin IX,,BINDING AGENT
CHLOROQUINE PHOSPHATE,4,Small molecule,1,,Ferriprotoporphyrin IX,,INHIBITOR
CHLOROTHIAZIDE,4,Small molecule,1,,Solute carrier family 12 member 3,SLC12A3,INHIBITOR
CHLOROTHIAZIDE SODIUM,4,Small molecule,1,,Solute carrier family 12 member 3,SLC12A3,INHIBITOR
CHLOROTRIANISENE,4,Small molecule,1,,Estrogen receptor beta,ESR2,MODULATOR
CHLOROXINE,4,Small molecule,1,,DNA,,INHIBITOR
CHLORPHENIRAMINE MALEATE,4,Small molecule,1,,Histamine H1 receptor,HRH1,ANTAGONIST
CHLORPHENIRAMINE POLISTIREX,4,Small molecule,1,,Histamine H1 receptor,HRH1,ANTAGONIST
CHLORPHENOXAMINE,2,Small molecule,1,,Histamine H1 receptor,HRH1,ANTAGONIST
CHLORPHENTERMINE HYDROCHLORIDE,4,Small molecule,1,,Sodium-dependent serotonin transporter,SLC6A4,SUBSTRATE
CHLORPROMAZINE,4,Small molecule,1,,5-hydroxytryptamine receptor 2A,HTR2A,ANTAGONIST
CHLORPROMAZINE,4,Small molecule,1,,D2-like dopamine receptor,DRD4,ANTAGONIST
CHLORPROMAZINE HYDROCHLORIDE,4,Small molecule,1,,5-hydroxytryptamine receptor 2A,HTR2A,ANTAGONIST
CHLORPROMAZINE HYDROCHLORIDE,4,Small molecule,1,,D2-like dopamine receptor,DRD4,ANTAGONIST
CHLORPROPAMIDE,4,Small molecule,1,,"Sulfonylurea receptor 1, Kir6.2",KCNJ11,BLOCKER
CHLORPROTHIXENE,4,Small molecule,1,,5-hydroxytryptamine receptor 2A,HTR2A,ANTAGONIST
CHLORPROTHIXENE,4,Small molecule,1,,5-hydroxytryptamine receptor 2C,HTR2C,ANTAGONIST
CHLORPROTHIXENE,4,Small molecule,1,,D(2) dopamine receptor,DRD2,ANTAGONIST
CHLORPROTHIXENE,4,Small molecule,1,,D(3) dopamine receptor,DRD3,ANTAGONIST
CHLORTETRACYCLINE HYDROCHLORIDE,4,Small molecule,1,,Bacterial 70S ribosome,ykgO,INHIBITOR
CHLORTHALIDONE,4,Small molecule,1,,Solute carrier family 12 member 3,SLC12A3,INHIBITOR
CHLORZOXAZONE,4,Small molecule,1,,Intermediate conductance calcium-activated potassium channel protein 4,KCNN4,OPENER
CHOLECALCIFEROL,4,Small molecule,1,,Vitamin D3 receptor,VDR,AGONIST
CHOLINE FENOFIBRATE,4,Small molecule,1,,Peroxisome proliferator-activated receptor alpha,PPARA,AGONIST
CICLESONIDE,4,Small molecule,1,,Glucocorticoid receptor,NR3C1,AGONIST
CICLOPIROX,4,Small molecule,1,,Aluminium,,CHELATING AGENT
CICLOPIROX,4,Small molecule,1,,Iron,,CHELATING AGENT
CIDOFOVIR,4,Small molecule,1,,DNA polymerase catalytic subunit,,INHIBITOR
CILASTATIN,4,Small molecule,1,,Dipeptidase 1,DPEP1,INHIBITOR
CILASTATIN SODIUM,4,Small molecule,1,,Dipeptidase 1,DPEP1,INHIBITOR
CILAZAPRIL,2,Small molecule,1,,Angiotensin-converting enzyme,ACE,INHIBITOR
CILOSTAZOL,4,Small molecule,1,,"cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A",PDE3A,INHIBITOR
CIMETIDINE,4,Small molecule,1,,Histamine H2 receptor,HRH2,ANTAGONIST
CIMETIDINE HYDROCHLORIDE,4,Small molecule,1,,Histamine H2 receptor,HRH2,ANTAGONIST
CINACALCET HYDROCHLORIDE,4,Small molecule,1,,Extracellular calcium-sensing receptor,CASR,POSITIVE ALLOSTERIC MODULATOR
CINNARIZINE,2,Small molecule,1,,Histamine H1 receptor,HRH1,ANTAGONIST
CINNARIZINE,2,Small molecule,1,,Voltage-gated L-type calcium channel,CACNA1S,BLOCKER
CINOXACIN,4,Small molecule,1,,Bacterial DNA gyrase,gyrB,INHIBITOR
CIPROFIBRATE,4,Small molecule,1,,Peroxisome proliferator-activated receptor alpha,PPARA,AGONIST
CIPROFLOXACIN,4,Small molecule,1,,Bacterial DNA gyrase,gyrB,INHIBITOR
CIPROFLOXACIN,4,Small molecule,1,,Topoisomerase IV,parE,INHIBITOR
CIPROFLOXACIN HYDROCHLORIDE,4,Small molecule,1,,Bacterial DNA gyrase,gyrB,INHIBITOR
CIPROFLOXACIN HYDROCHLORIDE,4,Small molecule,1,,Topoisomerase IV,parE,INHIBITOR
CISATRACURIUM BESYLATE,4,Small molecule,1,,Muscle-type nicotinic acetylcholine receptor,CHRNG,ANTAGONIST
CISPLATIN,4,Small molecule,1,,DNA,,INHIBITOR
CITALOPRAM HYDROBROMIDE,4,Small molecule,1,,Sodium-dependent serotonin transporter,SLC6A4,INHIBITOR
CLADRIBINE,4,Small molecule,1,,DNA,,INHIBITOR
CLARITHROMYCIN,4,Small molecule,1,,Bacterial 70S ribosome,ykgO,INHIBITOR
CLASCOTERONE,4,Small molecule,1,,Androgen receptor,AR,ANTAGONIST
CLAVULANATE POTASSIUM,4,Small molecule,1,,Beta-lactamase TEM,blaT-6,INHIBITOR
CLEBOPRIDE,2,Small molecule,1,,5-hydroxytryptamine receptor 4,HTR4,AGONIST
CLEBOPRIDE,2,Small molecule,1,,D(2) dopamine receptor,DRD2,ANTAGONIST
CLEMASTINE FUMARATE,4,Small molecule,1,,Histamine H1 receptor,HRH1,ANTAGONIST
CLENBUTEROL,2,Small molecule,1,,Beta-2 adrenergic receptor,ADRB2,AGONIST
CLEVIDIPINE,4,Small molecule,1,,Voltage-gated L-type calcium channel,CACNA1S,BLOCKER
CLIDINIUM BROMIDE,4,Small molecule,1,,Muscarinic acetylcholine receptor M1,CHRM1,ANTAGONIST
CLIDINIUM BROMIDE,4,Small molecule,1,,Muscarinic acetylcholine receptor M3,CHRM3,ANTAGONIST
CLINDAMYCIN HYDROCHLORIDE,4,Small molecule,1,,Bacterial 70S ribosome,ykgO,INHIBITOR
CLINDAMYCIN PALMITATE HYDROCHLORIDE,4,Small molecule,1,,Bacterial 70S ribosome,ykgO,INHIBITOR
CLINDAMYCIN PHOSPHATE,4,Small molecule,1,,Bacterial 70S ribosome,ykgO,INHIBITOR
CLIOQUINOL,4,Small molecule,1,,Copper,,CHELATING AGENT
CLIOQUINOL,4,Small molecule,1,,Iron,,CHELATING AGENT
CLIOQUINOL,4,Small molecule,1,,Zinc,,CHELATING AGENT
CLOBAZAM,4,Small molecule,1,,GABA-A receptor; anion channel,GABRQ,POSITIVE ALLOSTERIC MODULATOR
CLOBETASOL PROPIONATE,4,Small molecule,1,,Glucocorticoid receptor,NR3C1,AGONIST
CLOCORTOLONE PIVALATE,4,Small molecule,1,,Glucocorticoid receptor,NR3C1,AGONIST
CLOFARABINE,4,Small molecule,1,,DNA,,INHIBITOR
CLOFARABINE,4,Small molecule,1,,DNA polymerase (alpha/delta/epsilon),PRIM2,INHIBITOR
CLOFARABINE,4,Small molecule,1,,Ribonucleoside-diphosphate reductase RR1,RRM2B,INHIBITOR
CLOFAZIMINE,4,Small molecule,1,,DNA,,INHIBITOR
CLOFIBRATE,4,Small molecule,1,,Peroxisome proliferator-activated receptor alpha,PPARA,AGONIST
CLOMETHIAZOLE,3,Small molecule,1,,GABA-A receptor; anion channel,GABRQ,POSITIVE ALLOSTERIC MODULATOR
CLOMIPHENE CITRATE,4,Small molecule,1,,Estrogen receptor,ESR1,MODULATOR
CLOMIPRAMINE HYDROCHLORIDE,4,Small molecule,1,,Sodium-dependent serotonin transporter,SLC6A4,INHIBITOR
CLONAZEPAM,4,Small molecule,1,,GABA-A receptor; anion channel,GABRQ,POSITIVE ALLOSTERIC MODULATOR
CLONIDINE,4,Small molecule,1,,Adrenergic receptor alpha-2,ADRA2C,AGONIST
CLONIDINE HYDROCHLORIDE,4,Small molecule,1,,Adrenergic receptor alpha-2,ADRA2C,AGONIST
